Post,Label
funny how kenyans think who do you want to die for the country if not the country s youth or alternatively we can try having a workshop with government to guarantee free and fair elections ekuru aukot can plan it ti7ef5drvo,neutral
@user @user @user funny how kenyans think who do you want to die for the country if not the country s youth or alternatively we can try having a workshop with government to guarantee free and fair elections ekuru aukot can plan it,neutral
kenya is always reborn during when elections are near the stupidity we the people have and allow to be pushed down the throat by this politicians lcexquvx5v,neutral
iff kenya goes to war with somalia over the maritime border dispute then there can be no elections in 2022 as per constitutional dictates,fact
@user during candaigns and elections youths become very essentials and active players but when it come to job opportunities this are the new youth p92dzg0ej8,neutral
you will be the 1st to be prosecuted after next year s elections watch this space 8p2pjgpf3f,fake
under the elections act and election candaign financing act aspirants don t get to decide when to start candaigns candaign period is defined to be 60 days to the ballot if you ve shared candaign posters and hosted candaign rallies you re a candidate for disqualification,neutral
girls and women have a right to engage in civil society vote in elections be elected to government office serve on boards and make their voices heard in any process that will ultimately affect them their families and their communities tgskilifiedition transformingyouthspaces fqdzktpqcg,neutral
"registration ‼️ registration ‼️
voter registration is ongoing let s register for our vote to count in the 2022 elections
voterregistration",fact
adongodinah lindamusumba iebc kenya let’s find ways to engage and rally the youths to register next elections will be won and decided by youths and on youth agenda if they don’t register as many as possible they will be out of the table it’s time for the youth to pick the leadership baton by force,fake
if you want to register for the coming elections you don t need to travel to your desired ward or constituency you can register at the nearest huduma center and provide your id card this is a significant development iebc kenya mnoorferuz akabelo add08urjeq,neutral
@user sounds like a consolation in other words living in denial at this rate of desolation the dp will throw in the towel before elections come 2022,
@user @user politically radicalized police madness by mr null and mr void administration to create fears so that they can rig elections,neutral
@user his home people has his and is very much aware he will only go back during the last minutes to elections to just remind them to go for none than him why can t you ask yourself about other politicians going to candaign there,neutral
@user @user @user voters decide in elections not followers on twitter,fact
@user @user can odm surface their candidate in central and get even 5 votes odm is unknown but uda can compete wonderfully either to win or lose narrowly the same will happen during elections stop pretending now,neutral
@user lobbying occurs at all levels from local government to presidential elections the industries utilizing lobbying as a means to gain influence come from a range of industries with the biggest spenders including pharmaceuticals insurance community or associations even oil and gas,neutral
general waitina nairobifollower too late he quit politics since kenyans are stupid by default during elections,fact
"@user @user @user i m my own boss who is your boss raila a politician so always dividing us now we want all communities to live together must raila win for it to happen my take 2022 presidential elections a titan race pitting
raila ruto and fate",fact
@user @user @user on the contrary deputizing raila is a launching pad for 2027 elections more so if nothing happens in between now and then,fact
people s conman can never run out of catchy empty rhetorics when elections are around the corner rftimprigj,fact
@user i told you i supported mariga senior in the previous elections and in the recent elections i was supporting herbert mwachiro but because you were listening to reply anyway listening is a skill and many get it wrong,fact
narc kenya party leader @user is emerging as one of the most formidable factor in shaping the mt kenya unity bid ahead of the 2022 elections lltxop8cj4,neutral
it looks like mt kenya foundation is the referee in the 2022 presidential elections,fake
odm with its grass root support and being the largest party given a chance can go it alone into the 2022 general elections ecehzvimgj,neutral
can’t believe i’m about to experience elections at an older age,fact
excited to have joined fellow delegates from 8 countries for the acypl virtual elections exchange program a great start to learn about the us elections process libbyrosenbaum acyplvirtualexchange acypl acyplelections qtcgqikvfz,neutral
surely doesn t the gvt care for the wellbeing of kenyans even a little bit we should be going over and above to safeguard access to education for children i hope kenyans will remember such injustices as we vote in the next elections let s do better period whtc5szppw,neutral
we are waiting for @user to defeat @user as ussual in the coming elections sio tafadhali mzee lazima aendelee kulia zfcbkmgl0i,neutral
your vote your voice make sure you come out in large numbers and get registered so as to be able to vote in the 2022 elections ghy6xfqhmw,neutral
raila has been claiming victory in past elections without mt kenya support if he is sure of that then why is he spending more time in mt kenya candaigning instead of concentrating on his strongholds that has been giving him the 10m votes failedprojectraila,neutral
@user @user what exactly am i day dreaming about isn’t it obvious that kenya will be having general elections the season finale this august or you did not understand what i meant by “season finale,neutral
august elections will be followed by loud cries of betrayed leaders dvonfyfj6b,neutral
@user where were you during the human sacrifices or the violence unleashed to kenyans in the subsequent by elections in nakuru nyanza and western kenya violence is apart of his transitional period,neutral
this is mahiga ndunyu deep in nyeri near othaya i have never seen any other brand here this county is a uda kenya stronghold someone told me the presidential elections were decided by uhuru along time ago when he endorsed ruto only the other positions are up for grabs eplpixe0j3,fake
be aware stones are a possibility welcome gesture as was in the by elections uhuru is determined to stand his authority on descenting individuals 1ac6tvuvec,neutral
kenyans @user should just go home even before the elections,neutral
@user @user @user @user history is repeating itself am also seeing mudavadi repeating those mistakes he made in run up to 2002 general elections,fact
@user @user voter apathy is so real elections have not delivered the desired out comes i don t think influencers will have any impact on the numbers they fall in the same category,neutral
@user @user @user @user dap no community in kenya can speak with one voice during elections okay,fake
@user i hope this time round you won t refer to him as a satan like you did in 2013 before general elections,fact
@user @user @user so irrelevant and misguided comparison handshake assisted in peace making post elections short sighted niggas won t see,neutral
mudavadi and kalonzo both have the same history of running mate in two election both lost those election both have no winning spirit they need spiritual deliverance and serious prayers before going for any elections,neutral
this account supports dp william ruto and the bottom up economic model my prayer is we have peaceful elections,neutral
museve senses ruto s defeat and says we do not support any party in kenya s upcoming elections foqyvch2cf,fake
this will is the most complicated elections ever,neutral
guys even as u make your case for different politicians remember to maintain love peace with your neighbours dont hate or fight your brother let us still maintain civility n peace elections wil come n go but kenya 🇰🇪 will remain let us guard our motherland from warmòngers,neutral
@user in 2017 general elections dr wilbur ottichilo and george khaniri both sponsored by the odm party became governor and senator respectively of vihiga county mudavadi s county beating mudavadi s anc,fake
@user mullah ahmednasir you are misguided mudavadi is not undisputed leader of the luhyia nation in 2002 general elections he was beaten by akaranga a pastor in sabatia in 2013 raila s odm secured more votes in western province beating musalia s anc,neutral
@user @user @user i believe either way raila still has the numbers to win the presidency actually in the previous 2 elections we ve had many presidential candidates who looked formidable but proved minnows at the ballot,neutral
@user i think he said he will not be actively involved in the elections,neutral
@user @user @user the same @user who upon realising he has no votes threatened to abandon the elections if nyanza does not register more voters,neutral
@user @user @user @user continue lying to yourselves 2022 is much different from other elections people like will be shocked come august we now need kalonzo to view and raila will be done,neutral
@user i don t know you can be so shallow in comprehending politics of the day when kibaki was president and kalonzo vice did kalonzo take credit for a performing economy infact he lost in next elections the unpreforming economy today rest squarely on the president 2cqzuxebqd,neutral
2022 presidential elections is going to be interesting hahaha,neutral
@user i wish yu never said that coz most kenyans are jobless who are you to have a vacancy waiting for you till after elections you left go for good,fake
peaceful elections means a better kenya and friendly society let s work towards economic development @user @user @user railatosha2022 uda kenya we all need this country after august 9th,neutral
@user when you use things other than your brain and crowd size to think you win elections on crowds these are fellas egging uda on clearly not using brains you can have as many rallies as you want that s the max votes hapo think tfv0c6hhm7,fact
those who are talking about rigging of elections should give evidence now and if they don t have any evidence they should stop destroying kenyans every body must be responsible,fact
@user @user bro fight for credible elections first in your country,fact
dear kenyans as you go to the general elections 2022 please please please i beg of you vote for unpatriotic unkenyan inconsiderate unhumble leaders like governorkibwana that way maybe our healthcare standards shall be raised adequately thank you unconcerned kenyan mosam3inrt,neutral
when two humans were sacrificed in kenol what were the political speech words used to justify the offering uhuru has teamed with his brother for that purposes use all tricks to stop a ruto presidency and this you witnessed it all past by elections x9db8yl7rn,neutral
@user i personally would like to see youthful leaders after the elections but the question is even if we don t win the positions we go for would we be brought to the table for nominated positions like cs,neutral
@user u are going to repeat the previous mistakes u made in previous elections,neutral
@user using the parliamentary route possibly delaying elections up to december 2022 a leaner version of it may end up in a referendum in multiple questions ballots,neutral
@user peaceful elections is our mantra in nyali,neutral
it s easy for jessythemc to win 2022 elections with uda kenya in imenti than jalangomwenyewe in langata with theodmparty,neutral
@user @user why didn t you trust him for the past 5 elections,fact
it s in itself funny how kenyans like trivializing real issues until the elections are over and done with then start crying all over again begging raila to save them from tyranny of looting,neutral
@user @user free and fair elections is what kenyans what,fact
@user isaac mwaura missed the bigger as far as bill of rights are stated in the constitution telling the court that increament of executive will not help quench war witnessed after general elections was unthinkable,neutral
mudavadi shouldn’t join any cand he should go at it alone he will lose yes but at least he will have stood his ground and hope that kenyans will remember in future elections that he will be part of,fact
dear kenyans god has warned and communicated to us in all of the 4 failed elections attempts by @user while in search for presidency of the republic of kenya voting for raila odinga is the same as voting for dictatorship vote raila at your peril,fake
@user @user including swearing even when one has lost elections quite shameful for someone supposed to be a public figure with respect,neutral
goodnight @user @user @user 2022 elections will be a game of titans 7e4jjfeqmq,neutral
breaking mandera governor ali roba has been endorsed by his immediate family to run for the county senate seat in the next coming elections behfr6tjnd,fake
i m so excited to tell you that i have started working as coordinator for comms development and privatesector finnishembnbo it s also time to get more active here so 🇰🇪 content coming up interesting year ahead and not least because of the upcoming elections in kenya fkykosbtho,fact
@user roadmap for peaceful coexistence and coordination planing for the 2022 elections at nokras riverine sagagana @user @user @user @user @user,neutral
samgituku let malala know baba is not looking for presidency but not the presidency is looking for baba @user i am a youth in the poorest village in mathioya constituency seeking odm nomination for mca for 9 08 2022 elections can i visit you,neutral
homabay county residents hail hon joseph oyugi magwanga as a very mature composed and dedicated politician of all time his conduct throughout the legal battle with the incumbent governor awiti after 2017 elections was and is enough testimony his commitment is to serve s0cn1zseba,neutral
after the 2007 elections my life got thicker than ever i couldn t work and my hustles dried up coz of the chaos like most of us i struggled to pay rent and bills food became a luxury unfortunately we ended up being evicted from our little one bd home [3 12],fact
"“voting is the expression of our commitment to ourselves one another this country and this world ” ~sharon salzberg
do not give up your right to decide in the coming elections register as a voter today cc mp bahati kimaningunjiri z7o0nzi1e4",neutral
okay so will nairobi county be reset after elections,neutral
@user lamu attacks and mukuru displacement has reasons behind it other than what u hear them say and government cannot stop why intentions of elections,neutral
@user @user are stage managing violence in @user strongholds hoping to diplace pple before elections august,neutral
from the look of kenyan political analysis it seems raila ruto and co only remember the people of mathare during elections that has to stop the people of mathare got to make better decisions we don t need to be taken for granted anymore politricks,neutral
ragez z we forget easily we are bout to be played again the upcoming elections,fact
thikatowntoday my opinion no elected leader should go for more than one term change is good they all went to the same school before elections they are sober and darling to everyone once they get to offices it s them and their selfish stomachs,fact
dianaachola2 @user elections will be so peaceful that no baby pendos will die for anybody,fact
is this aspirant serious which elections will be held on 19 08 2022 hii ni dalili ya kuanguka wipermovement saidia http s t co 4kug0cvouw,neutral
@user @user lawsocietykenya prof lsk members are going for elections havi has served his term with distinction of course he faced challenges and could have done better in the ministry of home affairs but overall as his former teacher i give him grade a,neutral
party politics will end many coming this elections independent candidates for the win vrgp0uurlw,neutral
presidential elections seem selective and not elective votes never make one a president in my view mps governors and senators tend to be political parties appointments rather than elected leaders they serve their party masters everyday of their tenure greedymps,neutral
"the way i see it elections are won or lost at the polling station lines on election day mostly so the mt kenya vote those guys who wake up at 4am set the trend if u know u know @user @user charleenruto
mbuimumbi",neutral
you love a leader and want him her to remain in office after 2022 elections register as a voter you hate a leader and want him her out after 2022 elections register as a voter you love someone and want him her to ascend to power after 2022 elections register as a vote yym10iv0jg,fake
mbuimumbi @user @user murathe spoke about it after kiagu ward elections uda think tank didn t take it seriously a serious display of political naivety in ruto s advisers you don t allow your chief opponent gain the momentum in your home turf after election coalition policy should be abandoned,fake
jakommaurice @user @user mbuimumbi hebabuowino itsnyambane murimimuriithi raila lost elections in 1997 won in 2002 2007 and 2013 and 2017,neutral
tomorrow morning from 6am tune in @user for a discussion on road to elections 2022 ekisiangani hassanomarh mainakarobia kiarie cheruiyotbonif1 aaroncheruiyot @user udapartyke uda kenya osorosylvanus silvia wangeci @user pqsc3nsvll,neutral
natembeya george my jolly fellow you ve had your time barking out orders and men in big boots could literally tremble but it s our turn now we ll make sure that we make every single minute count you ll know no privacy nor peace we ll invade every space untill elections are over,neutral
@user statehousekenya @user ig nps lack of alternative livelihood and backward culture of cattle wrestling is the course for insecurity i wonder why dp and yourself are busy candaigning for elections at national level instead of talking to bandits in your mother tongues,neutral
somalia is an independent state that stands for the protection of its sovereignty authorities are forced to hold elections but they called for sanctions mohamedhroble saidabdullahide mrqoorqoor laftagareen ndqobkocht,neutral
"ugm women rep aspirant for kirinyaga county hon emma waithera during an event we urge more women leaders to come out and vie for political positions in the upcoming general elections register via euolnq0bvt
mcounty020 netoagostinhomp hamisazaja hon aden 7tgv22tq6w",neutral
kitui residents are asking who is mueke but residents of rift valley are saying mueke will win the gubernatorial elections in kitui,neutral
on behalf of all kenyans living in rift valley i wish to confirm that we accept linturi s apology and move forward 2022 elections will come and go kenya ni yetu sote mainaandkingangi,neutral
quick facts president farmajo commends the consultative council and its election decisions the national consultative forum is responsible for the elections and i urge them to implement the joint communiqué and election timetable he said,neutral
ncic should have evidah evidahe as a peace ambassador aboard all their programs in preparations to this coming elections she speaks from her heart @user @user mondayreport,neutral
ncic is toothless but forthright and i think this was a strategy from the legislature to ensure there is no structural way of handling issues of linturi s nature kenya bleeds all the time we approach elections it must be stopped @user @user mondayreport,neutral
benlagat693 benn macharia such rhetoric may sound appealing but remember choices have consequences by the end of the day considering the poor track record and below average performance it is highly unlikely the dp could get more than 30percent on the higher side if the elections were to be held tomorrow,neutral
president farmajo will deliver a speech tonight on the situation in the country elections and politics czknrrr6uh,fact
zerogravityzoom f1 fia f1xed are behaving like a third world regime that s what they do when they rig elections and if you talk as a journalist they will figuratively do to you what they did to that wp journalist and now you have a boss who comes from that country f1journalistssilenced,neutral
advocate for peace love and unity as elections heighten 2022 here s a piece for peace @user @user @user @user @user @user,neutral
odacitysolution @user which tribe would you prefer him to be when elections are around the corner good sir,neutral
the two sides discussed the implementation of today s agreement reached by the national consultative assembly and how to expedite the elections ysskhsdv6g,fact
mrnickknowles f1 mbrundlef1 karunchandhok jensonbutton pauldiresta croftyf1 i am sorry i think and feel that way the stuff of selection in third world country elections has come to fia and now that we have a leader who comes from a country which cuts journalists into bits and pieces i am sure no journalist will speak up lest they get chopped up,neutral
the dp said that he will win the presidency in the august 9 general elections 3xilyuutnx,neutral
eriqnyamweya yussufmwinyi frankmugo in my opinion it s a way of denying people voting rights ever noticed the exodus towards elections scarecrow politics to increase percent margin,fact
kenyans the raila politics is down talking about someone salary it s not the strategy of you winning the upcoming elections mkono mtupu haulambwi,fact
@user @user @user pray for peace and unity in our nation as we are nearing candaigns and general elections rauka,fact
@user @user @user @user @user @user @user @user @user a knee jerk reactions kuria made a thousand and one such remarks during 2017 elections and got away with it,neutral
@user a top lawyer defending tribal bigots it s quite unfortunate hope you ll defend linturi at the hague after post elections violence that will be witnessed in eldoret,fact
the national consultative assembly has now concluded its meeting tonight the key issues for the promotion of free and fair elections have been widely discussed the meeting is a prelude to a meeting scheduled for tomorrow to resolve outstanding issues,neutral
@user s manifesto for my nandi people nandi speaker kiptoo my promise to residents if elected governor kqtl39jfkf via @user fixnandi,neutral
just in time for the elections ewzgeitfoz,neutral
@user message to the youth on his birthday take an active role in economic liberation as kenya prepares for elections happybirthdaybaba 7g6yuqcbq1,neutral
she was leading on a good number of percentage of at all elections were held yesterday kaguregrandlaunch octowm17ka,neutral
this is painfully accurate a biasedmedia does not represent situations as they are which is very wrong because the media is the eyes and ears of citizens we must change this narrative if we are going to have peaceful elections ababu hon ngatia election2022 8ckh3totfe,neutral
asked why hon agnes kagure wanjiru waweru and wanyoyi seem to be performing better they said that it is a product of spending time with potential voters as opposed to disappearing and appearing a few months to the elections nairobipollrelease rqedybm6zr,neutral
@user why had it taken time and damage to property before realizing that it s elections time,neutral
hon agnes kagure is leading on the current survey on who would lead on nairobi county elections gubernatorial seat nairobipollrelease uaqlhpy8et,neutral
the general elections match ups between different contestants nairobipollrelease nqxu22cuir,neutral
i m not a witchdoctor or a prophet but @user won t win the 2022 elections vlcelgmqnf,fake
parliamentary elections that were supposed to take place in 2020 did not take place 2021 began with a desperate run and 2022 is set to be corrected if you feel responsible there is no room for complacency,fact
the national consultative assembly meeting has just concluded its fourth day with the leaders yet to reach an agreement on security and elections the meeting was on the verge of breaking up in the morning,fact
presidential elections are determined by the vote counters electorates just vote and mind their own businesses uz5oeqbh2e,neutral
what does elections means to a young youth in kenya,fact
@user create political chaos in the next 2022 general elections then the incumbents will continue to rule as the politicians decided who’ll get what is that what you mean,neutral
@user it’s 8 months to elections he is desperate,fact
william ruto will be the first deputy president to win elections this year the first man to win against raila odinga fairly and squarely,fact
mudavadi denies reports that he is in talks with dp ruto to join forces for elections as oka insists it remains intact uytlpfxl1e,neutral
kimani ichungwah preparing the electorates they want accept august elections live from na,fact
mps reject duale amendment on deletion of clause to have a coalition political party submit pact 6 months to elections 9ghpno5m0t,fact
youths arise and contest in all available seats countrywide kenya your destiny has been shaped and will be defined by the decisions after the elections please don’t allow our future to be stolen and dandened further we must change the narrative and have “different names”,neutral
2022 elections candaigns especially rallies should be held after 5pm to allow legislators time to work during the day,neutral
@user @user @user @user @user @user wait until the elections you won t have any thing good to say about them,fact
i see the coming elections being similar to brexit politics of britain where people angry at government decided to vote for brexit only to regret later the youths were most responsible for this kenya won t be any different,fake
@user @user @user @user @user and his followers are accused of undermining our democracy and constitution by violating our laws creating and planning elections disturbance with violence @user careers of violence mawedemocracy 3joikrshw4,neutral
the meeting will focus on accelerating parliamentary elections and the international community s support for electoral issues oh45zttaun,fake
@user ruto cannot win elections now as we speak,neutral
in kenya when beaten pants down in elections please just look for good lawyers as @user @user get sworn as the people s president it s a treason mistake but this would force whoever s in power to beg for handshake which comes with handchaque 💪💪💪,neutral
"why kenyans must not gamble on elections of mca and governor in 2022
r7lzvx19va",fact
the conference is opening today and over the next two days it will directly address the agenda of the conference such as accelerating elections security and correcting electoral procedures xoqun72asx,fact
if we come up with laws that will impede any chaos after elections we need such either by amendments that is the way we should go as a country hon jeremiah kioni,fact
2022 general elections will see the worst bunch of elected and nominated leaders conmen wash wash guys slayqueens matako kubwa politicians kids rich illiterates etc,fact
the president and the ambassadors who were also attended by the speaker of parliament and the director of the presidency discussed the situation in the country in terms of security elections and drought wcd692ur3r,neutral
our history is littered with so much political chicanery ahead of elections that it is now hard to discern what is in the interest of democracy – and what is purely driven by politicians personal agenda 7hiyk8hwv9,neutral
2022 is an important year for us as kenyans 🇰🇪 as we head to the general elections i urge us to embrace peace despite our political differences let’s politic peacefully and respectfully in a civil manner before during and after the elections bettyadera 0egqkvvgj5,neutral
state and public officers vying in elections 9uqraly9yu via @user,fake
felistawangari for real election years suck 😕😕 the lies we will be told this year and that farasi wawili bs needs to be stopped normalise giving all candidates a fair chance during elections,neutral
@user @user @user this elections law bill proves one point the 21percent undecided lot will easily gravitate towards azimio,fake
senior counsel @user a four term mp for gichugu ex minister in kibaki years a presidential candidate in 2013 elections and now a possible running mate for @user newyear2022 azimiolaumoja aadwm0nuzx,fake
elections in 220 days 😊😊😊,fact
@user @user your cbb space is boring come to the other space and see how mature people debate without resorting to personal attack @user and @user thank you for this wonderful discussion on matters elections,fact
@user @user raila doesn’t need mdvd it is mdvd needs raila all these past elections cycles raila has been sweeping mdvd in his home ground,fact
dp william ruto was the chief guest at cleophas malala football tournament in mumias today your guess is as good as mine anc is working with uda and our brother from mululu is repeating the same mistake he did in the run up to 2002 general elections,fake
kenyans actually is the best one she did will vote for her coming general elections,fact
karwaay most lucrative business at the moment is entertainment get massive quality equipment and roadshow trucks politicians are busy booking them at premium for entire 9 months till elections,neutral
@user they all do it and this is why increasing their salaries and allowances is always the first agenda of parliamentarians whenever elections are concluded,fact
@user @user if 2022 elections were to be held today who would you vote for to be the president,fact
@user on behalf of uda a believer of democratic credible verifiable and transparent nomination and elections i wish you well in your future endeavours pick what s good in uda and let s know anything bad as a basis 4 improvement annewaiguru,fact
lets settle this 2026 presidential elections,fake
"uda peeps tweets in august 2022 
congratulations to the hustler nation for the firm solidarity you showed in the presidential elections ruto managed to get 41percent against odm+jubilee+anc+wiper+kanu+ford kenya who combined only managed to get raila 55percent this is a big win for us",fact
@user @user @user @user the people get to realize much later after the damage can t be undone but it surely goes to show the past elections have been quite far from free nor fair but fraudulent and more so criminal to a larger extent,fact
today fracas in parliament is a pointer to what to expect in the elections of 2022 this is the same fellas who will castigate the high school arsonists shameless honorables bactln4wjw,neutral
@user it s because us from voters to leaders we don t appreciate fully the purpose of this institutions so funny people present themselves for elections and we do that exactly vote them in as if we re helpless,neutral
@user for this country to have free and fair elections kimunya bill must be defeated,neutral
@user if this is the template for next elections i weep for my beloved kenya,neutral
the behaviour of the mp s in parliament this afternoon and the misuse of process and procedure should really form our decision on who comes back in the elections next year,neutral
@user the only way to suppress post election violence is ensuring free fair and credible elections,neutral
this will play out in the gubernatorial elections of 2022 in vihiga i know maragolis and the rest will gang up against the current governor and sadly they have numbers as compared to wanyore jxqqbmsed1,neutral
@user @user @user what win are you talking about who dont know that raila has been winning elections in kenya unless you re a foreigner stop your madness focus,neutral
the international community is supporting the national consultative assembly meeting to expedite the elections and revise the electoral procedures,neutral
@user ancestor retire you are a spent cartridge just like kinoti judgment of fire awaits you two kalenjins rarely loses a fight of elections,fake
they declared @user will not will not be on the ballot oh ruto will not win we won msambweni juja kiambaa kiagu by elections ~dr william ruto @user was behind declaring that @user will not be on the ballot bukhungu hahqhsmgi4,fake
@user this is basically the same scenario for the rest of the country after the general elections,fake
@user @user dp and ababu have an history including when he was daft enough to let dp use him to wrest the odm party from baba his current position is courtesy of that relationship however elections will be tricky for him,neutral
i ll make sure i m in south africa in august 2022 visiting my peeps not a virus nor an alien invasion which i hear is to happen next year will make me be here in kenya during elections kf209qsycl,neutral
@user @user @user bro he has advocated for one man one vote but the opposition kept kept on declining this noble idea he appointed prime minister to manage the elections but this one later sold the country for 30 pieces of silver to appease foreign powers and neglected his duties that is why,neutral
"love leads peace should be a song amongst the communities in kenya lets embrace peace as we unite ahead before and after elections everyone needs to hear this *share subscribe and like* olekaputah
fi8ljibec2",neutral
@user correct he still playing around bukhungu few months to elections seriously,fact
@user @user @user but mt kenya region is funny when it comes to elections they don t care the amount of money you have,neutral
@user @user @user how comes a politician has my phone number and only uses it for texting me when elections are near without my permission this is causing nuisance to my phone,fake
it is imperative that the agreements of 17 september 2020 and 27 may 2021 which form the basis of the elections be implemented expeditiously without further interference,fact
i want to make sure this coming elections will be fair and transparent if i become a deputy commissioner kimeu raphael kyalo,neutral
@user warns kenyans against being impressed by tokenism and candaign euphoria in electing leaders in 2022 elections hnqkw5tbxx,fact
@user should by now be apologizing to kenyans for choosing to profile even specific places where specific leaders should air their views or interests and not in other areas which btw are part of kenya such utterances are bad as we approach 2022 elections a70qnjfeu1,neutral
@user @user @user @user these are the politicians who enjoy seeing people dying and blood shed across the country for elections truly he belongs to jail with such careless remarks,neutral
2022 elections are so tight but we already know the winner,neutral
@user i concur with you repeated elections and re elections of selfish and irresponsible leaders will always derail any development agenda for the western region below is a photo i took at kiminini this morning poor road network no water primitive markets etc mdgvkwyuyb,fake
@user in eldoret and kitale there are many advertisements on billboards of different political aspirants any visitor may be swayed to believe elections will be held in the next 2 weeks iebc kenya should invoke the compliance law or penalize such candidates appropriately vfcifmbgoz,fact
@user @user the big steal revisited and an accessory to the steal right here come and live in africa our elections love crooks like yourself,neutral
asked this same question on some group that has alot of members from media one person answered that it wont change the outcome of the elections seems all the focus is politics sadly idwioeyh9l,neutral
@user god forbid if he was found dead would u still make this joke we need to draw a line on jokes and wish everyone well politics and elections come and go but we all need each other at some point get well soon @user,neutral
@user iebc kenya months to transitional general elections someone somewhere is paying for our country an all expenses paid tour to hell one way ticket,fact
he said this before 2017 elections went ahead to participate in that election without the reforms the supreme court ordered for a repeat election he ran away swore himself betraying @user @user @user @user the guy hardly keep promises jacob juma 43qrxkubub,fact
dennis itumbi predicaments tells much how the next 8 months gonna be dangerous to dissenting voices as we go to elections,fact
video vihiga county youth front vows to support bagada in her quest to unseat adagala in the forthcoming elections gdjdgaucn3,neutral
it’s clear @user is laying the ground to reject the 2022 elections when he loses — resoundingly panic has set in as he cries foul even before the first ballot is cast the man from sugoi should choose his words carefully loose talk is dangerous b0vjjp9iqw,neutral
political party amendment bill 2021 is the best ever since the repeal of section 2a that ushered in multipartism katibandya elections freedomtovoteact election2022 anticonversionbill nationalassembly elections 150mp,fake
these kieleweke and bbi people don t understand god does not want unjust laws and unjust leaders you will be punished heavily don t bring to parliament laws which are designed to rig the elections in favour of one person these evil schemes will be shamed and defeated,neutral
i joined other ogiek community artists musicians dj s poet and content creators in articulating issues affecting artists and draw a way forward towards candaigning and electioneering period artists are very important in steering peace candaigns towards elections ogieknationke osetromzs4,fact
mudavadi voters register is the most sensitive and delicate component of our elections it is dangerous to do anything that will further dent public trust or that may be misinterpreted as mischief especially when we are already in the active phase of the electoral cycle rv6ylkyjn4,fake
on the right is @user a climate activist frm uganda who vied for mp in the prev elections in our political leaders’ agendas climate change has been ignored and environmentally conscious people are going for leadership positions i will be vying for mp kajiado north qzlg0sk75t,neutral
@user @user @user w what is this coinlist that we as youths are being given as low as ksh 500 to just sell your id i suspect that this data is being collected so that it can be used to manipulate rig future presidential elections iebc kenya,neutral
@user ever seen a politician candaigning after after elections,fake
@user where have you been @user your candidate has resurrected in time for elections 🙄,neutral
miguna miguna says he is considering calls to vie for the presidency seat in the upcoming 2022 general elections despots must fall,neutral
@user together with youth leaders from different political parties in kenya and youth aspirants in the next kenya elections are working on a national youth manifesto that incorporates matters of domestic resource mobilization drmprogramme ytjn2021 youth4taxjustice vbk3lk0hh5,fact
@user @user @user you sound like a third world despot who has rigged elections for the 6th term they always say accept and move on which country in africa are you from sir madam,fake
"✦ [ greenwood ]
is it true that one of the presidential candidates once said that if he wins the elections he will authorize the residents of kibera to forcefully take possession of homes in karen zoj0zutp0l",neutral
@user were minutes of the last meeting confirmed if i remember well the last such meeting was towards 2017 elections,fact
@user could be but do you think there will be a time kalonzo can stand up and win elections kalonzo knows this too and only want to win as many elective seats as possible so that he can use to bargain in the next government,fact
@user @user the mountain determines who is winning 2022 elections,neutral
@user thank you the elections were held in december 1997 and moi declared the winner in january 1998,neutral
here is a rare video of mwai kibaki speaking after daniel moi was declared winner of the 1998 flawed presidential elections urxwcfqt45,fake
@user quite some analysis but in this country we just wait for the day after the elections when the results start streaming in,neutral
"rais @user is competing against himself simply unbeatable
westlanders will reap huge from his leadership
the onus is on iebc kenya to declare him mp elect tommorow at 0900 hours without wasting resources on conducting elections in westlands
get used to your mp jury is out 81a6bvi60p",neutral
elections in kenya has never been decided by the people you’re alluding to those are excuses made by serial losers every time they fall short it’s kenyans who decide on the election day and that’s how it happens in the democratic world all over railastateproject lrujhbqx5a,neutral
"some notable takeaways 
1 boni named his kids foreign names because of the tribalism that is so randant in this country
2 how those women at muthurwa were shouting jaguar because he has money to give them shows a lot of work we have to do in future elections",fact
after listening to all presidential aspirants come 2022 elections i d urge kenyans not to vote for them but what they stand for instead,neutral
great meeting with ourkwalecounty deputy governor h e fatuma achani at her office this morning we discussed partnership matters regarding women peace and security as we approach the 2022 general elections huria ke unwomenkenya b8hd2xqwnh,fake
"✦ [ careforplwds ]
what do you think will happen before during the next elections uy0k8fgpfs",neutral
elected and nominated politicians are key players at different stages of the budgetmakingprocess political parties are the gatekeepers for candidates to participate in elections and are therefore at the center of safeguarding inclusiveness kebudgettalk,neutral
"“rt do not expect development when you vote for a corrupt person expect more stealing of money to buy your vote in the next elections ” eacckenya
ceo twalib mbarak",neutral
how the day is beginning here at noble conference center ready for sensitisation on the role of vijana in elections it s high time youths to be chandions of peace and not to be used by politicians for personal gains iebc kenya youthagenda254 ec9mdfs6jr,fact
@user your excellency he is just following orders from the current cinc am sure after the next elections which i have no doubt you will win with a landslide he will also obey your orders paradox,fact
it is exactly one year since uda thrashed odm in msambweni by elections,fact
kenya politics is starting to take shape with new coalitions and party formations geared towards the august 2022 elections ns1i1xpfsn,fake
"topreply 🡅 2 points
i hope that in the next elections we are going to vote in a competent leader who s not going to watch our country in flames i don t care how unpopular they might be if i m convinced they will deliver i m voting them i don t know what y all [1 2]",fact
